Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use
2531.0,Jade at Brickell Bay,Miami,160.9,528.0,49.0,2004.0,concrete,residential
2532.0,The Metropolis,New York C ity,160.9,528.0,48.0,2001.0,concrete,residential
2533.0,Pyne By Sansiri,Bangkok,160.9,528.0,44.0,2012.0,concrete,residential
2534.0,Flame Tower 3,Baku,160.8,528.0,28.0,2013.0,steel/concrete,office
2535.0,2 Southbank Boulevard,Melbourne,160.8,528.0,40.0,2005.0,concrete,office
2536.0,Swiss Tower,Dubai,160.8,528.0,40.0,2010.0,concrete,residential / office
2537.0,William Beaver House,New York C ity,160.8,527.0,47.0,2010.0,concrete,residential
2538.0,C etus,Pattaya,160.6,527.0,50.0,2015.0,concrete,residential
2539.0,"Poly Real Estate Headquarters
Tower 1",Guangzhou,160.6,527.0,34.0,2007.0,composite,office
2539.0,"Poly Real Estate Headquarters
Tower 2",Guangzhou,160.6,527.0,34.0,2007.0,composite,office
2541.0,"Residence 8 @ Senopati Equity
Tower",Jakarta,160.6,527.0,32.0,2012.0,concrete,office
2542.0,Osaka Fukushima Tower,Osaka,160.5,527.0,45.0,2011.0,,residential
2543.0,Linden Hotel,Kaohsiung,160.3,526.0,42.0,1994.0,steel,hotel
2544.0,North American Plywood Building,New York C ity,160.3,526.0,41.0,1972.0,steel,office
2545.0,SK Building,Seoul,160.3,526.0,38.0,2000.0,,office
2546.0,NEC OM House,Lagos,160.3,526.0,32.0,1979.0,concrete,office
2547.0,Vehicle Assembly Building,C ape C anaveral,160.3,526.0,40.0,1965.0,steel,industrial
2548.0,Fortune Heights T11,Tianjin,160.3,526.0,43.0,2014.0,concrete,residential
2548.0,Fortune Heights T14,Tianjin,160.3,526.0,43.0,2014.0,concrete,residential
2550.0,Monarch Office Tower,Dubai,160.2,526.0,40.0,2007.0,concrete,office
2551.0,Les Saisons,Hong Kong,160.1,525.0,50.0,2002.0,concrete,residential
2552.0,20 Fenchurch,London,160.1,525.0,36.0,2014.0,steel/concrete,office
2553.0,Metropolis 1,Hong Kong,160.1,525.0,50.0,2005.0,concrete,residential
2553.0,Metropolis 2,Hong Kong,160.1,525.0,50.0,2005.0,concrete,residential
2553.0,Metropolis 3,Hong Kong,160.1,525.0,50.0,2005.0,concrete,residential
2553.0,Metropolis 5,Hong Kong,160.1,525.0,50.0,2005.0,concrete,residential
2557.0,Harrah`s Waterfront Tower,Atlantic C ity,160.0,525.0,44.0,2008.0,concrete,hotel / casino
2558.0,C arter+Burgess Plaza,Fort Worth,160.0,525.0,40.0,1982.0,,office
2558.0,One Post Office Square,Boston,160.0,525.0,40.0,1981.0,,office
2560.0,Suntrust Financial C enter,Tampa,160.0,525.0,36.0,1992.0,,office
2561.0,Buckingham Place,Macau,160.0,525.0,50.0,2009.0,concrete,residential
2561.0,International Foreign Trade C enter,Shenzhen,160.0,525.0,50.0,1985.0,concrete,hotel
2563.0,Belcher's Hill,Hong Kong,160.0,525.0,49.0,2011.0,concrete,residential
2563.0,Juno Tower,Shenzhen,160.0,525.0,49.0,1999.0,,residential / hotel
2563.0,The Kosugi Tower,Kawasaki,160.0,525.0,49.0,2008.0,,residential
2563.0,Xinbaolong Yicheng Tower 4,C hongqing,160.0,525.0,49.0,2009.0,concrete,residential
2567.0,Hongding International Garden A,C hongqing,160.0,525.0,48.0,2005.0,concrete,office / retail
2567.0,Park Lane Manor - Tower 1,Shenzhen,160.0,525.0,48.0,2009.0,concrete,residential
2567.0,Park Lane Manor - Tower 2,Shenzhen,160.0,525.0,48.0,2009.0,concrete,residential
2567.0,Park Lane Manor - Tower 3,Shenzhen,160.0,525.0,48.0,2009.0,concrete,residential
2567.0,Plaza on Brickell Tower II,Miami,160.0,525.0,48.0,2007.0,concrete,residential
2572.0,Agricultural Bank of C hina Tower,C hangsha,160.0,525.0,47.0,1984.0,,office
2572.0,R&F Mansion,C hengdu,160.0,525.0,47.0,2013.0,,residential
2574.0,The Scene Johuku,Nagoya,160.0,525.0,46.0,1996.0,,residential
2575.0,Island Lodge,Hong Kong,160.0,525.0,45.0,2009.0,concrete,residential
2575.0,Peace Hotel Tower A,Nanchang,160.0,525.0,45.0,2013.0,concrete,hotel
2575.0,Sky Gardens,Dubai,160.0,525.0,45.0,2008.0,concrete,residential
2575.0,Tower A Ichikawa Station,Ichikawa,160.0,525.0,45.0,2009.0,,residential
2575.0,"Yihwa International Residential
Tower A",Taipei,160.0,525.0,45.0,2014.0,steel,residential
2575.0,"Yihwa International Residential
Tower B",Taipei,160.0,525.0,45.0,2014.0,steel,residential
2575.0,Zun Bao Gold Tower,Hangzhou,160.0,525.0,45.0,2009.0,,office
2575.0,Zun Bao Silver Tower,Hangzhou,160.0,525.0,45.0,2009.0,,office
2583.0,Exen Plaza,Istanbul,160.0,525.0,44.0,2014.0,concrete,residential / office
2584.0,United Plaza,Shanghai,160.0,525.0,43.0,2001.0,concrete,office
2585.0,Sky Tower 1,Istanbul,160.0,525.0,42.0,2011.0,concrete,residential
2585.0,Vanit Tower II,Bangkok,160.0,525.0,42.0,1994.0,,office
2587.0,Al Jon Tower,Kuwait C ity,160.0,525.0,40.0,2007.0,concrete,office
2587.0,Black Pearl Tower,Manama,160.0,525.0,40.0,2008.0,concrete,residential
2587.0,U C hu Liang Building,Bangkok,160.0,525.0,40.0,1998.0,,office
2590.0,767 3rd Avenue,New York C ity,160.0,525.0,39.0,1980.0,steel,office
2590.0,Huaxia Bank Tower,Shanghai,160.0,525.0,39.0,1998.0,,office
2592.0,Ningbo Marriott Hotel,Ningbo,160.0,525.0,38.0,2008.0,,hotel / office
2592.0,Sichuan Bank of C hina,C hengdu,160.0,525.0,38.0,1994.0,,office
2592.0,The Troika Tower 1,Kuala Lumpur,160.0,525.0,38.0,2010.0,concrete,residential
2595.0,Long-Ban World Trade Building 1,Taichung,160.0,525.0,37.0,1993.0,,office
2595.0,Long-Ban World Trade Building 2,Taichung,160.0,525.0,37.0,1993.0,,office
2595.0,Portakal C icegi Kulesi,Ankara,160.0,525.0,37.0,2011.0,concrete,residential
2598.0,Astoria,Panama C ity,160.0,525.0,36.0,2009.0,concrete,residential
2598.0,Majestower Beomil 103,Busan,160.0,525.0,36.0,2009.0,concrete,residential / office
2598.0,Torre del C afe,Medellin,160.0,525.0,36.0,1975.0,,office
2598.0,Torre Repsol YPF,Buenos Aires,160.0,525.0,36.0,2008.0,concrete,office
2598.0,Xufu Lane Telecom Building,Nanjing,160.0,525.0,36.0,2004.0,,residential / office
2603.0,Ayala Tower One,Makati,160.0,525.0,35.0,1996.0,concrete,office
2603.0,Huaren International Mansion,Qingdao,160.0,525.0,35.0,2002.0,,office
2603.0,Nakanoshima Dai Building,Osaka,160.0,525.0,35.0,2009.0,,office
2603.0,Seef Tower III,Dubai,160.0,525.0,35.0,2008.0,concrete,residential
2603.0,Tamweel Tower,Dubai,160.0,525.0,35.0,2009.0,concrete,residential / office
2608.0,World Trade C enter II,Jakarta,160.0,525.0,30.0,2012.0,,office
2609.0,Funian Plaza Loft Building 1,C hengdu,160.0,525.0,28.0,2010.0,,
2609.0,Nihon Seimei Marunouchi Building,Tokyo,160.0,525.0,28.0,2004.0,steel/concrete,office
2611.0,Al Jawhara Tower,Kuwait C ity,160.0,525.0,27.0,2008.0,concrete,office
2611.0,Etisalat Headquarters,Abu Dhabi,160.0,525.0,27.0,2000.0,,office
2613.0,Funian Plaza Loft Building 2,C hengdu,160.0,525.0,-,2010.0,,
2613.0,Wanxiang C ity Tower 5,Hangzhou,160.0,525.0,-,2014.0,concrete,
2615.0,One Peking Road,Hong Kong,160.0,525.0,30.0,2003.0,composite,office
2616.0,Victory Garden Block B,Guangzhou,159.9,525.0,48.0,2004.0,concrete,residential
2617.0,"C oncieria Nishi-Shinjuku Tower's
West",Tokyo,159.8,524.0,44.0,2008.0,concrete,residential
2618.0,River Plaza,C hicago,159.7,524.0,56.0,1977.0,concrete,residential
2619.0,C itibank Building,New York C ity,159.7,524.0,41.0,1961.0,steel,office
2620.0,Amazon Tower I,Seattle,159.7,524.0,37.0,2016.0,composite,office
2621.0,Tornare Nihonbashi Hamacho Tower,Tokyo,159.7,524.0,47.0,2005.0,composite,residential
2622.0,One Wanchai,Hong Kong,159.7,524.0,42.0,2012.0,concrete,residential
2623.0,425 Market Street,San Francisco,159.7,524.0,38.0,1973.0,steel,office
2624.0,The Pinnacle@Duxton Block 1A,Singapore,159.7,524.0,50.0,2009.0,concrete,residential
2624.0,The Pinnacle@Duxton Block 1B,Singapore,159.7,524.0,50.0,2009.0,concrete,residential
2624.0,The Pinnacle@Duxton Block 1D,Singapore,159.7,524.0,50.0,2009.0,concrete,residential
2624.0,The Pinnacle@Duxton Block 1E,Singapore,159.7,524.0,50.0,2009.0,concrete,residential
2624.0,The Pinnacle@Duxton Block 1F,Singapore,159.7,524.0,50.0,2009.0,concrete,residential
2624.0,The Pinnacle@Duxton Block 1G,Singapore,159.7,524.0,50.0,2009.0,concrete,residential
2630.0,Shimao Wulihe C ity 3#,Shenyang,159.6,524.0,52.0,2011.0,concrete,residential
2631.0,Mokdong Trapalace Tower D,Seoul,159.6,524.0,41.0,2009.0,concrete,residential
2632.0,Pennzoil Place I,Houston,159.4,523.0,36.0,1976.0,composite,office
2632.0,Pennzoil Place II,Houston,159.4,523.0,36.0,1976.0,composite,office
2634.0,Scotts Square Scotts Wing,Singapore,159.4,523.0,43.0,2011.0,concrete,residential
2635.0,The Landmark Gloucester Tower,Hong Kong,159.4,523.0,46.0,1980.0,concrete,office
2636.0,The Landmark Edinburgh Tower,Hong Kong,159.4,523.0,45.0,1983.0,concrete,hotel / office
2637.0,Villa Serena Home C lub Torre A,Balneario C amboriu,159.3,523.0,49.0,2012.0,concrete,residential
2637.0,Villa Serena Home C lub Torre B,Balneario C amboriu,159.3,523.0,49.0,2012.0,concrete,residential
2639.0,Westend Gate,Frankfurt am Main,159.3,523.0,44.0,1976.0,composite,hotel / office
2640.0,Shiba 3-C home C oop Building,Tokyo,159.3,523.0,34.0,1996.0,,residential
2641.0,Rondo 1,Warsaw,159.1,522.0,40.0,2006.0,concrete,office
2642.0,Brillia Tower Tokyo,Tokyo,159.1,522.0,45.0,2006.0,composite,residential
2643.0,Roppongi Hills Residential Building B,Tokyo,159.1,522.0,43.0,2003.0,,residential
2643.0,Roppongi Hills Residential Building C,Tokyo,159.1,522.0,43.0,2003.0,,residential
2645.0,707 17th Street,Denver,159.1,522.0,42.0,1981.0,,hotel / office
2646.0,Kemper Building,C hicago,159.1,522.0,41.0,1962.0,steel,office
2647.0,825 Third Avenue,New York C ity,159.1,522.0,40.0,1969.0,steel,office
2648.0,Goodwin Square,Hartford,159.1,522.0,30.0,1990.0,,office
2649.0,Haeundae Hillside We've Tower 201,Busan,159.1,522.0,47.0,2014.0,concrete,residential
2650.0,Dynasty C ourt Tower 1-2,Hong Kong,159.0,522.0,47.0,1991.0,concrete,residential
2651.0,C athedral of Learning,Bangkok,159.0,522.0,39.0,2002.0,,education
2652.0,Sharp Star C ity Tower D,Seoul,159.0,522.0,45.0,2006.0,,residential
2652.0,Verve 501 Swanston Tower,Melbourne,159.0,522.0,45.0,2006.0,concrete,residential / retail
2654.0,Post C hateau Block A,Guangzhou,159.0,522.0,43.0,2005.0,concrete,residential
2654.0,Post C hateau Block B,Guangzhou,159.0,522.0,43.0,2005.0,concrete,residential
2654.0,Sangbong Premier's AMC O Tower 2,Seoul,159.0,522.0,43.0,2014.0,,residential
2654.0,Sangbong Premier's AMC O Tower 3,Seoul,159.0,522.0,43.0,2014.0,,residential
2658.0,Goldcrest Views 1,Dubai,159.0,522.0,40.0,2007.0,concrete,residential
2659.0,"The Pakubuwono View Lacewood
Tower",Jakarta,159.0,522.0,37.0,2011.0,concrete,residential
2660.0,Al Dareen Tower,Doha,159.0,522.0,36.0,2012.0,concrete,residential
2660.0,C ambridge House,Hong Kong,159.0,522.0,36.0,2003.0,,office
2662.0,Torre BBVA Banco Provincial,C aracas,159.0,522.0,35.0,1984.0,,office
2663.0,"Ding Sheng BHW Taiwan C entral
Plaza",Taichung,158.9,521.0,36.0,2015.0,steel,office
2664.0,Atelier,New York C ity,158.8,521.0,46.0,2007.0,concrete,residential
2665.0,Devon Energy C enter,Houston,158.8,521.0,36.0,1978.0,,office
2666.0,I-Park Tower 103,Seoul,158.6,520.0,46.0,2004.0,concrete,residential
2667.0,Sheraton Hotel Guiyang,Guiyang,158.6,520.0,38.0,2005.0,,hotel
2668.0,C hina Resources Plaza Block B,C hongqing,158.6,520.0,27.0,2015.0,concrete,office / retail
2669.0,Santa Maria,Miami,158.5,520.0,51.0,1997.0,concrete,residential
2670.0,Platinum Tower,Panama C ity,158.5,520.0,47.0,1996.0,concrete,residential
2671.0,10 South Wacker,C hicago,158.5,520.0,40.0,1987.0,concrete,office
2671.0,30 South Wacker,C hicago,158.5,520.0,40.0,1983.0,concrete,office
2673.0,One Federal Street,Boston,158.5,520.0,38.0,1976.0,steel,office
2674.0,Menara Da Vinci,Jakarta,158.5,520.0,34.0,2003.0,concrete,residential
2675.0,Financial C entre D,C hongqing,158.5,520.0,23.0,2011.0,concrete,office
2676.0,Hotel Georgia,Vancouver,158.4,520.0,50.0,2012.0,concrete,residential / hotel
2677.0,Landmark Riverside T9,C hongqing,158.4,520.0,52.0,2014.0,concrete,residential / retail
2678.0,New Orleans,Rotterdam,158.4,520.0,46.0,2010.0,concrete,residential
2679.0,Prudential Tower,Tokyo,158.4,520.0,38.0,2002.0,steel,residential / office
2680.0,Xi Sui Dong 1,Wuxi,158.3,519.0,49.0,2013.0,concrete,residential
2680.0,Xi Sui Dong 2,Wuxi,158.3,519.0,49.0,2013.0,concrete,residential
2682.0,Galaxia Tower 2,Hong Kong,158.3,519.0,52.0,1998.0,concrete,residential
2682.0,Galaxia Tower 3,Hong Kong,158.3,519.0,52.0,1998.0,concrete,residential
2682.0,Galaxia Tower 5,Hong Kong,158.3,519.0,52.0,1998.0,concrete,residential
2685.0,Dongbu Finance Building,Seoul,158.3,519.0,35.0,2001.0,,office
2686.0,Sahid Surdiman Residences,Jakarta,158.2,519.0,44.0,2009.0,concrete,residential / hotel
2687.0,Le 1501 McGill C ollege,Montreal,158.2,519.0,36.0,1992.0,concrete,office
2688.0,Jinlong C enter Tower 1,Jinan,158.1,519.0,31.0,2001.0,,office
2689.0,C ircle on C avill South Tower,Gold C oast,158.0,518.0,50.0,2006.0,concrete,residential
2689.0,Skyline North Tower,Gold C oast,158.0,518.0,50.0,2004.0,concrete,residential
2691.0,JBR Area C Tower C 02 T01,Dubai,158.0,518.0,48.0,2007.0,concrete,residential
2691.0,The Uptown Residences,Toronto,158.0,518.0,48.0,2011.0,concrete,residential
2693.0,"Nanjing Tianan International
Mansion",Nanjing,158.0,518.0,47.0,2003.0,,residential / office
2694.0,Grand Langsuan C ondominium,Bangkok,158.0,518.0,46.0,1998.0,,residential
2695.0,Hong Leong Finance Building,Singapore,158.0,518.0,45.0,1976.0,,office
2695.0,Lake Point Tower,Dubai,158.0,518.0,45.0,2008.0,concrete,residential
2695.0,Oakwood Premier C ozmo,Jakarta,158.0,518.0,45.0,2007.0,,residential
2695.0,Tabrez Tower,Mumbai,158.0,518.0,45.0,2008.0,concrete,residential
2695.0,The C ove,Sydney,158.0,518.0,45.0,2003.0,concrete,residential
2700.0,The Beacon Roces Tower,Makati,158.0,518.0,44.0,2011.0,concrete,residential
2701.0,Torre Lugano,Benidorm,158.0,518.0,43.0,2007.0,concrete,residential
2702.0,C entral Park,Mumbai,158.0,518.0,42.0,2008.0,concrete,residential
2702.0,Da International Building 1,Taichung,158.0,518.0,42.0,1993.0,,office
2702.0,Da International Building 2,Taichung,158.0,518.0,42.0,1993.0,,office
2702.0,HaYovel Tower,Tel Aviv,158.0,518.0,42.0,2005.0,composite,office / government
2702.0,"International C ustomer
Transportation C enter…",Qingdao,158.0,518.0,42.0,2000.0,,"residential / hotel /
office"
2702.0,"International C ustomer
Transportation C enter…",Qingdao,158.0,518.0,42.0,2002.0,,"residential / hotel /
office"
2702.0,Lancaster Suites Tower I,Mandaluyong,158.0,518.0,42.0,2008.0,concrete,residential / hotel
2702.0,Raffles C ity Tower,Singapore,158.0,518.0,42.0,1986.0,,office
2710.0,148 Electric Road,Hong Kong,158.0,518.0,41.0,2001.0,,office
2710.0,RNA Mirage,Mumbai,158.0,518.0,41.0,2010.0,concrete,residential
2712.0,Times-Kaiyue Main Tower,C hengdu,158.0,518.0,40.0,1994.0,,residential
2712.0,Tokyo World Trade C enter,Tokyo,158.0,518.0,40.0,1970.0,,office
2714.0,Q Langsuan,Bangkok,158.0,518.0,39.0,2010.0,concrete,residential
2714.0,Qilu C entre Tower Hotel,Jinan,158.0,518.0,39.0,1997.0,,hotel
2716.0,Al Attar Business Tower,Dubai,158.0,518.0,38.0,1999.0,concrete,office
2716.0,Shijiazhuang Pelagic Hotel,Shijiazhuang,158.0,518.0,38.0,2009.0,,hotel
2716.0,Silver Palace,Xiamen,158.0,518.0,38.0,2008.0,,residential / office
2716.0,Torre Norte,Sao Paulo,158.0,518.0,38.0,1999.0,concrete,office
2716.0,World Trade C enter Residences,Dubai,158.0,518.0,38.0,2008.0,concrete,residential
2721.0,75 Wall,New York C ity,158.0,518.0,37.0,2010.0,,residential / hotel
2721.0,Shin-Kobe Oriental C ity,Kobe,158.0,518.0,37.0,1988.0,,hotel
2723.0,Joyama Project,Tokyo,158.0,518.0,36.0,1988.0,,residential
2723.0,RRI Energy Plaza,Houston,158.0,518.0,36.0,2003.0,concrete,office
2725.0,Time Place,Dubai,158.0,518.0,35.0,2008.0,concrete,residential
2726.0,Holiday Inn Shanghai Pudong,Shanghai,158.0,518.0,32.0,1997.0,,hotel / office
2726.0,"Sampoerna Strategic Square North
Tower",Jakarta,158.0,518.0,32.0,1997.0,,office
2726.0,"Sampoerna Strategic Square South
Tower",Jakarta,158.0,518.0,32.0,1997.0,,office
2729.0,Sky Tree East,Tokyo,158.0,518.0,31.0,2012.0,steel,office
2730.0,Moto-Akasaka K Project,Tokyo,158.0,518.0,30.0,2011.0,concrete,residential / office
2731.0,Qatar Telecom Headquarters,Doha,158.0,518.0,29.0,2004.0,concrete,office
2732.0,Begonias,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential
2732.0,Ipes,Sao Paulo,157.9,518.0,41.0,2009.0,concrete,residential
2732.0,Jabuticabeiras,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential
2732.0,Limantos,Sao Paulo,157.9,518.0,41.0,2011.0,concrete,residential
2732.0,Magnolias,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential
2732.0,Reseda,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential
2732.0,Zineas,Sao Paulo,157.9,518.0,41.0,2009.0,concrete,residential
2739.0,Three Hundred,Toronto,157.9,518.0,52.0,2014.0,concrete,residential
2740.0,Torre Le Parc,Buenos Aires,157.9,518.0,51.0,1996.0,concrete,residential
2741.0,"Xi'an Telecommuniations Hinge
C enter",Xi An,157.9,518.0,35.0,1999.0,,office
2742.0,The Residences at the Ritz-C arlton,Philadelphia,157.9,518.0,46.0,2009.0,concrete,residential
2743.0,"Yeongdeungpo SK Leaders View
Officetel, Wing…",Seoul,157.9,518.0,41.0,2007.0,,hotel / office
2744.0,Architect`s and Designer`s Building,New York C ity,157.9,518.0,39.0,1969.0,,office
2745.0,Total Plaza,Houston,157.9,518.0,35.0,1971.0,,office
2746.0,Absolute World Building E,Mississauga,157.9,518.0,50.0,2012.0,concrete,residential
2747.0,Golden Sail Plaza,Shanghai,157.8,518.0,39.0,2003.0,,office
2748.0,Palms Place,Las Vegas,157.8,518.0,50.0,2008.0,concrete,residential / hotel
2749.0,The C olumbian,C hicago,157.7,517.0,47.0,2008.0,concrete,residential
2750.0,C entury Gateway 1,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential
2750.0,C entury Gateway 2,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential
2750.0,C entury Gateway 3,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential
2750.0,C entury Gateway 5,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential
2750.0,C entury Gateway 6,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential
2750.0,C entury Gateway 7,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential
2750.0,C entury Gateway 8,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential
2757.0,Diplomat C ommercial Office Tower,Manama,157.6,517.0,36.0,2012.0,concrete,office
2758.0,"Shenzhen Zhongzhou Holdings
Financial C enter…",Shenzhen,157.6,517.0,34.0,2014.0,steel,residential
2759.0,Torre ANTEL,Montevideo,157.6,517.0,32.0,2002.0,,office
2760.0,C entennial Tower,Singapore,157.6,517.0,37.0,1997.0,,office
2760.0,TC W Tower,Los Angeles,157.6,517.0,37.0,1990.0,steel,office
2762.0,Sharp C entum Park 102,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 104,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 106,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 107,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 108,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 110,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 112,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 113,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2762.0,Sharp C entum Park 114,Busan,157.6,517.0,51.0,2005.0,concrete,residential
2771.0,"Hachioji Station South Exit
Redevelopment Bui…",Hachioji,157.5,517.0,40.0,2010.0,,"residential / office /
retail"
2772.0,AG Tower,Dubai,157.5,517.0,37.0,2009.0,concrete,office
2772.0,Marive East,C hiba,157.5,517.0,37.0,1991.0,,office
2772.0,Marive West,C hiba,157.5,517.0,37.0,1991.0,,office
2775.0,785 8th Avenue,New York C ity,157.4,517.0,42.0,2009.0,concrete,residential
2776.0,191 North Wacker Drive,C hicago,157.4,516.0,37.0,2002.0,composite,office
2777.0,La C ite Noble Tower 2,Hong Kong,157.4,516.0,46.0,1999.0,concrete,residential
2777.0,La C ite Noble Tower 5,Hong Kong,157.4,516.0,46.0,1999.0,concrete,residential
2779.0,Park C ourt Akasaka The Tower,Tokyo,157.3,516.0,43.0,2009.0,composite,residential / office
2780.0,Highpoint C ondominiums,New York C ity,157.3,516.0,49.0,1988.0,concrete,residential
2781.0,First Place Tower,Tulsa,157.3,516.0,40.0,1975.0,,office
2781.0,Union Bank Plaza,Los Angeles,157.3,516.0,40.0,1968.0,steel,office
2783.0,Akbank Tower,Istanbul,157.3,516.0,39.0,1993.0,concrete,office
2784.0,Frost Bank Tower,Austin,157.2,516.0,33.0,2004.0,concrete,office
2785.0,Park Towers One,Hong Kong,157.1,515.0,51.0,1989.0,concrete,residential
2786.0,Exchange Place C enter,Jersey C ity,157.1,515.0,32.0,1990.0,,office
2787.0,Summit Terrace 1,Hong Kong,157.0,515.0,43.0,2003.0,concrete,residential
2788.0,Atago Green Hills Forest Tower,Tokyo,157.0,515.0,42.0,2001.0,steel,residential
2789.0,U-Residence Tower 1,Tangerang,157.0,515.0,41.0,2012.0,concrete,residential
2790.0,C hamchuri Office Tower,Bangkok,157.0,515.0,40.0,2008.0,concrete,office
2791.0,Sumitomo C astle Tower,Osaka,157.0,515.0,38.0,1988.0,,office
2791.0,Telecom Tower,Jiangmen,157.0,515.0,38.0,2003.0,,office
2791.0,Twin 21 MID Tower,Osaka,157.0,515.0,38.0,1986.0,composite,office
2791.0,Twin 21 National Tower,Osaka,157.0,515.0,38.0,1986.0,composite,office
2795.0,C rystal Tower,Osaka,157.0,515.0,37.0,1990.0,,office
2796.0,Kompleks Dayabumi,Kuala Lumpur,157.0,515.0,36.0,1984.0,,office
2796.0,Sharjah Sail Tower,Sharjah,157.0,515.0,36.0,2008.0,concrete,residential / office
2798.0,Interchange 21,Bangkok,157.0,515.0,34.0,2008.0,concrete,office
2799.0,401 East Ontario Street,C hicago,157.0,515.0,51.0,1990.0,concrete,residential
2800.0,Sterling Drug C ompany Building,New York C ity,157.0,515.0,41.0,1964.0,steel,office
2801.0,One Financial Place,C hicago,157.0,515.0,39.0,1985.0,,office
2802.0,"Shaanxi International Mansion
Tower I",Taiyuan,156.9,515.0,40.0,2003.0,,office
2802.0,"Shaanxi International Mansion
Tower II",Taiyuan,156.9,515.0,40.0,2003.0,,hotel
2804.0,"Southcore Financial C entre Delta
Hotel",Toronto,156.8,515.0,47.0,2014.0,concrete,hotel
2805.0,Le Sommet,Hong Kong,156.8,514.0,50.0,2000.0,concrete,residential
2806.0,C heongna Exllu Tower C,Incheon,156.8,514.0,47.0,2011.0,concrete,residential
2807.0,SEC C enter Office Building,Xiamen,156.8,514.0,36.0,2014.0,,office
2808.0,Festival Tower,Toronto,156.7,514.0,42.0,2011.0,composite,residential
2809.0,"Kasumigaseki C ommon Gate East
Building",Tokyo,156.7,514.0,33.0,2007.0,,office
2810.0,The Streeter,C hicago,156.7,514.0,50.0,2007.0,concrete,residential
2811.0,Rainier Tower,Seattle,156.7,514.0,31.0,1977.0,steel,office
2812.0,Bay Quarter,Yokohama,156.5,513.0,31.0,2009.0,,office
2813.0,"Ellery Terrace, Kowloon",Hong Kong,156.5,513.0,45.0,2000.0,concrete,residential
2814.0,1214 Fifth Avenue,New York C ity,156.4,513.0,43.0,2012.0,concrete,residential / office
2815.0,W-Tower,Tel Aviv,156.4,513.0,46.0,2010.0,concrete,residential
2816.0,Liberte 7,Hong Kong,156.4,513.0,44.0,2003.0,concrete,residential
2817.0,Torre Picasso,Madrid,156.4,513.0,43.0,1989.0,,office
2818.0,"600 North Lake Shore Drive - South
Tower",C hicago,156.4,513.0,47.0,2009.0,concrete,residential
2819.0,Mid-C ontinent Tower,Tulsa,156.4,513.0,36.0,1984.0,steel,office
2820.0,One C hurchill Place,London,156.3,513.0,30.0,2004.0,composite,office
2821.0,Park Tower C ondominiums,C hicago,156.3,513.0,54.0,1973.0,concrete,residential
2822.0,Trump Tower 1,Istanbul,156.3,513.0,39.0,2011.0,concrete,residential
2823.0,Helicon,Monterrey,156.2,512.0,33.0,2012.0,concrete,office
2824.0,The Ivy,Miami,156.2,512.0,45.0,2008.0,concrete,residential
2825.0,57 Jingshi Road,Jinan,156.1,512.0,42.0,2008.0,,office
2826.0,The Belaire,New York C ity,156.1,512.0,50.0,1988.0,,residential
2827.0,437 Madison Avenue,New York C ity,156.1,512.0,40.0,1967.0,steel,office
2827.0,Bryan Tower,Dallas,156.1,512.0,40.0,1973.0,steel,office
2827.0,C OSC O Tower 1,Tianjin,156.1,512.0,40.0,1997.0,,office
2827.0,Fourth and Madison Building,Seattle,156.1,512.0,40.0,2003.0,composite,office
2827.0,PNC Tower,Louisville,156.1,512.0,40.0,1972.0,steel,office
2832.0,Huntington C enter,C olumbus,156.1,512.0,37.0,1983.0,,office
2833.0,Doosan Tower,Seoul,156.1,512.0,34.0,1998.0,concrete,office
2834.0,Upper West Side Tower 2 (Madison),Melbourne,156.0,512.0,50.0,2014.0,concrete,residential
2835.0,Four Winds Tower A,Istanbul,156.0,512.0,49.0,2014.0,concrete,residential
2835.0,Four Winds Tower B,Istanbul,156.0,512.0,49.0,2014.0,concrete,residential
2835.0,Four Winds Tower C,Istanbul,156.0,512.0,49.0,2014.0,concrete,residential
2835.0,Four Winds Tower D,Istanbul,156.0,512.0,49.0,2014.0,concrete,residential
2839.0,Hordern Towers,Sydney,156.0,512.0,48.0,1999.0,concrete,residential
